@RELATION BnB
@ATTRIBUTE a1 REAL
@ATTRIBUTE a2 REAL
@ATTRIBUTE a3 REAL
@ATTRIBUTE a4 REAL
@ATTRIBUTE a5 REAL
@ATTRIBUTE a6 REAL
@ATTRIBUTE a7 REAL
@ATTRIBUTE a8 REAL
@ATTRIBUTE a9 REAL
@ATTRIBUTE a10 REAL
@ATTRIBUTE a11 REAL
@ATTRIBUTE a12 REAL
@ATTRIBUTE a13 REAL
@ATTRIBUTE a14 REAL
@ATTRIBUTE a15 REAL
@ATTRIBUTE a16 REAL
@ATTRIBUTE a17 REAL
@ATTRIBUTE a18 REAL
@ATTRIBUTE a19 REAL
@ATTRIBUTE a20 REAL
@ATTRIBUTE a21 REAL
@ATTRIBUTE a22 REAL
@ATTRIBUTE a23 REAL
@ATTRIBUTE a24 REAL
@ATTRIBUTE a25 REAL
@ATTRIBUTE a26 REAL
@ATTRIBUTE a27 REAL
@ATTRIBUTE a28 REAL
@ATTRIBUTE a29 REAL
@ATTRIBUTE a30 REAL
@ATTRIBUTE a31 REAL
@ATTRIBUTE a32 REAL
@ATTRIBUTE a33 REAL
@ATTRIBUTE a34 REAL
@ATTRIBUTE a35 REAL
@ATTRIBUTE a36 REAL
@ATTRIBUTE a37 REAL
@ATTRIBUTE a38 REAL
@ATTRIBUTE a39 REAL
@ATTRIBUTE a40 REAL
@ATTRIBUTE a41 REAL
@ATTRIBUTE a42 REAL
@ATTRIBUTE a43 REAL
@ATTRIBUTE a44 REAL
@ATTRIBUTE a45 REAL
@ATTRIBUTE a46 REAL
@ATTRIBUTE a47 REAL
@ATTRIBUTE a48 REAL
@ATTRIBUTE a49 REAL
@ATTRIBUTE a50 REAL
@ATTRIBUTE a51 REAL
@ATTRIBUTE a52 REAL
@ATTRIBUTE a53 REAL
@ATTRIBUTE a54 REAL
@ATTRIBUTE a55 REAL
@ATTRIBUTE a56 REAL
@ATTRIBUTE a57 REAL
@ATTRIBUTE a58 REAL
@ATTRIBUTE a59 REAL
@ATTRIBUTE a60 REAL
@ATTRIBUTE a61 REAL
@ATTRIBUTE a62 REAL
@ATTRIBUTE a63 REAL
@ATTRIBUTE a64 REAL
@ATTRIBUTE a65 REAL
@ATTRIBUTE a66 REAL
@ATTRIBUTE a67 REAL
@ATTRIBUTE a68 REAL
@ATTRIBUTE a69 REAL
@ATTRIBUTE a70 REAL
@ATTRIBUTE a71 REAL
@ATTRIBUTE a72 REAL
@ATTRIBUTE a73 REAL
@ATTRIBUTE a74 REAL
@ATTRIBUTE a75 REAL
@ATTRIBUTE a76 REAL
@ATTRIBUTE a77 REAL
@ATTRIBUTE a78 REAL
@ATTRIBUTE a79 REAL
@ATTRIBUTE a80 REAL
@ATTRIBUTE a81 REAL
@ATTRIBUTE a82 REAL
@ATTRIBUTE a83 REAL
@ATTRIBUTE a84 REAL
@ATTRIBUTE a85 REAL
@ATTRIBUTE a86 REAL
@ATTRIBUTE a87 REAL
@ATTRIBUTE a88 REAL
@ATTRIBUTE a89 REAL
@ATTRIBUTE a90 REAL
@ATTRIBUTE a91 REAL
@ATTRIBUTE a92 REAL
@ATTRIBUTE a93 REAL
@ATTRIBUTE a94 REAL
@ATTRIBUTE a95 REAL
@ATTRIBUTE a96 REAL
@ATTRIBUTE a97 REAL
@ATTRIBUTE a98 REAL
@ATTRIBUTE a99 REAL
@ATTRIBUTE a100 REAL
@ATTRIBUTE a101 REAL
@ATTRIBUTE a102 REAL
@ATTRIBUTE a103 REAL
@ATTRIBUTE a104 REAL
@ATTRIBUTE a105 REAL
@ATTRIBUTE a106 REAL
@ATTRIBUTE a107 REAL
@ATTRIBUTE a108 REAL
@ATTRIBUTE a109 REAL
@ATTRIBUTE a110 REAL
@ATTRIBUTE a111 REAL
@ATTRIBUTE a112 REAL
@ATTRIBUTE a113 REAL
@ATTRIBUTE a114 REAL
@ATTRIBUTE a115 REAL
@ATTRIBUTE a116 REAL
@ATTRIBUTE a117 REAL
@ATTRIBUTE a118 REAL
@ATTRIBUTE a119 REAL
@ATTRIBUTE a120 REAL
@ATTRIBUTE a121 REAL
@ATTRIBUTE a122 REAL
@ATTRIBUTE a123 REAL
@ATTRIBUTE a124 REAL
@ATTRIBUTE a125 REAL
@ATTRIBUTE a126 REAL
@ATTRIBUTE a127 REAL
@ATTRIBUTE a128 REAL
@ATTRIBUTE a129 REAL
@ATTRIBUTE a130 REAL
@ATTRIBUTE a131 REAL
@ATTRIBUTE a132 REAL
@ATTRIBUTE a133 REAL
@ATTRIBUTE a134 REAL
@ATTRIBUTE a135 REAL
@ATTRIBUTE a136 REAL
@ATTRIBUTE a137 REAL
@ATTRIBUTE a138 REAL
@ATTRIBUTE a139 REAL
@ATTRIBUTE a140 REAL
@ATTRIBUTE a141 REAL
@ATTRIBUTE a142 REAL
@ATTRIBUTE a143 REAL
@ATTRIBUTE a144 REAL
@ATTRIBUTE a145 REAL
@ATTRIBUTE a146 REAL
@ATTRIBUTE a147 REAL
@ATTRIBUTE a148 REAL
@ATTRIBUTE a149 REAL
@ATTRIBUTE a150 REAL
@ATTRIBUTE class     {0, 1}
@DATA
0.007359, 0.010206, 0.008594, 0.006607, 0.006768, 0.006070, 0.005586, 0.005694, 0.005264, 0.005103, 0.004942, 0.005533, 0.004888, 0.004029, 0.002901, 0.003169, 0.003491, 0.003438, 0.003008, 0.003438, 0.003545, 0.004190, 0.004190, 0.003491, 0.004458, 0.006714, 0.004190, 0.005586, 0.004834, 0.005425, 0.005694, 0.008809, 0.009561, 0.008003, 0.005962, 0.006338, 0.007090, 0.006499, 0.008541, 0.004781, 0.004834, 0.004029, 0.004405, 0.004136, 0.004834, 0.005264, 0.007037, 0.012462, 0.033894, 0.575173, 0.006983, 0.010259, 0.008809, 0.006607, 0.006768, 0.006285, 0.005694, 0.005533, 0.005264, 0.005103, 0.005103, 0.005479, 0.004942, 0.004136, 0.002954, 0.003653, 0.003599, 0.003438, 0.002847, 0.003062, 0.003921, 0.004082, 0.004673, 0.003545, 0.004297, 0.006661, 0.004566, 0.005747, 0.004781, 0.005533, 0.006123, 0.009078, 0.009615, 0.007896, 0.005962, 0.006392, 0.006070, 0.006231, 0.008111, 0.004512, 0.004995, 0.003921, 0.004405, 0.004029, 0.004942, 0.004834, 0.007144, 0.013053, 0.033518, 0.574904, 0.006875, 0.010528, 0.008702, 0.006285, 0.006822, 0.005909, 0.005694, 0.006123, 0.005318, 0.004942, 0.005103, 0.005694, 0.005049, 0.004082, 0.002901, 0.003599, 0.003491, 0.003653, 0.002954, 0.003330, 0.003921, 0.003599, 0.004727, 0.003975, 0.004297, 0.007037, 0.004834, 0.005586, 0.004888, 0.005586, 0.006016, 0.009024, 0.009024, 0.007627, 0.006392, 0.005371, 0.006607, 0.006016, 0.008165, 0.004351, 0.004942, 0.004297, 0.004190, 0.004190, 0.005103, 0.004834, 0.007789, 0.012569, 0.033518, 0.574528, 2
0.008627, 0.013462, 0.015440, 0.008517, 0.007198, 0.005879, 0.006319, 0.007253, 0.006264, 0.005660, 0.005495, 0.005605, 0.005715, 0.004945, 0.005605, 0.005879, 0.004561, 0.005330, 0.003572, 0.004616, 0.003736, 0.004835, 0.004231, 0.005550, 0.004066, 0.004671, 0.003627, 0.007583, 0.005879, 0.005934, 0.005220, 0.004341, 0.007418, 0.007748, 0.007583, 0.009286, 0.006704, 0.009396, 0.005165, 0.004780, 0.004341, 0.004286, 0.006099, 0.003901, 0.003462, 0.003517, 0.005055, 0.009616, 0.031156, 0.575142, 0.009506, 0.014287, 0.015660, 0.009286, 0.007748, 0.007198, 0.007858, 0.009341, 0.009946, 0.008242, 0.006099, 0.006099, 0.006209, 0.004835, 0.005440, 0.005055, 0.004780, 0.004780, 0.003791, 0.003791, 0.002967, 0.003682, 0.003022, 0.003736, 0.002967, 0.003407, 0.003572, 0.007418, 0.005715, 0.005055, 0.005220, 0.004011, 0.006539, 0.006759, 0.007583, 0.009396, 0.005989, 0.008847, 0.005055, 0.004726, 0.004286, 0.004176, 0.006044, 0.003736, 0.003297, 0.003407, 0.005330, 0.008462, 0.031101, 0.574813, 0.010220, 0.014891, 0.018627, 0.011979, 0.009506, 0.008022, 0.008352, 0.007638, 0.007033, 0.005770, 0.005000, 0.005605, 0.006209, 0.005000, 0.005330, 0.005495, 0.004780, 0.005055, 0.003846, 0.003407, 0.002528, 0.003572, 0.003352, 0.003297, 0.003022, 0.003572, 0.003462, 0.007418, 0.005660, 0.005440, 0.004945, 0.003791, 0.006319, 0.006759, 0.007638, 0.009011, 0.005660, 0.009121, 0.005055, 0.004561, 0.004286, 0.004121, 0.005934, 0.003682, 0.003517, 0.003407, 0.005660, 0.010110, 0.029617, 0.573988, 2
0.009560, 0.013471, 0.011678, 0.006681, 0.007170, 0.006192, 0.005812, 0.006464, 0.005269, 0.005323, 0.005269, 0.005052, 0.005215, 0.003585, 0.004508, 0.005106, 0.004617, 0.004889, 0.004454, 0.004726, 0.004182, 0.004074, 0.005106, 0.004780, 0.004345, 0.004074, 0.003965, 0.007170, 0.004997, 0.006301, 0.006138, 0.005540, 0.010483, 0.006735, 0.005703, 0.006247, 0.005866, 0.008039, 0.006247, 0.005975, 0.005866, 0.005432, 0.006084, 0.007061, 0.004291, 0.004400, 0.005649, 0.005975, 0.027811, 0.576368, 0.009451, 0.013742, 0.012113, 0.007659, 0.007061, 0.006518, 0.005866, 0.006138, 0.005215, 0.004889, 0.005323, 0.004997, 0.005269, 0.003639, 0.004563, 0.005215, 0.004943, 0.005160, 0.004617, 0.004671, 0.004726, 0.004726, 0.004291, 0.004889, 0.004237, 0.004182, 0.004454, 0.007387, 0.005215, 0.005975, 0.006844, 0.007279, 0.011135, 0.006953, 0.005703, 0.006355, 0.006192, 0.006898, 0.005486, 0.005052, 0.005649, 0.004237, 0.005269, 0.006572, 0.003531, 0.004020, 0.005649, 0.005866, 0.026779, 0.577346, 0.011298, 0.014666, 0.013417, 0.007442, 0.006138, 0.006029, 0.006029, 0.005215, 0.005921, 0.005106, 0.005432, 0.004997, 0.005052, 0.004237, 0.004997, 0.005649, 0.005921, 0.006192, 0.005269, 0.004726, 0.004454, 0.004726, 0.005758, 0.004780, 0.004563, 0.004400, 0.003911, 0.007170, 0.005052, 0.006464, 0.005812, 0.005160, 0.009995, 0.005595, 0.005921, 0.005703, 0.005758, 0.006681, 0.005052, 0.005106, 0.004889, 0.004671, 0.005323, 0.006572, 0.003422, 0.004400, 0.006572, 0.008202, 0.028789, 0.571316, 2
0.001114, 0.005730, 0.012043, 0.012521, 0.010664, 0.008913, 0.006207, 0.005465, 0.004510, 0.004616, 0.004138, 0.006154, 0.009550, 0.006897, 0.006313, 0.004987, 0.005252, 0.004775, 0.004297, 0.004616, 0.004350, 0.005358, 0.008913, 0.006101, 0.005305, 0.005783, 0.004669, 0.006420, 0.006366, 0.005412, 0.004775, 0.004032, 0.003873, 0.003449, 0.003873, 0.002547, 0.005305, 0.003608, 0.002387, 0.002494, 0.002600, 0.002440, 0.003130, 0.003130, 0.003661, 0.005571, 0.005624, 0.011088, 0.033371, 0.574841, 0.001592, 0.009603, 0.018357, 0.015014, 0.011513, 0.008117, 0.005836, 0.005518, 0.004350, 0.004403, 0.003873, 0.005199, 0.007640, 0.004828, 0.004138, 0.003926, 0.005358, 0.004457, 0.004244, 0.004669, 0.004881, 0.004987, 0.009338, 0.004881, 0.005465, 0.005412, 0.004775, 0.006420, 0.005995, 0.005040, 0.004881, 0.003873, 0.003873, 0.003236, 0.003130, 0.002281, 0.005199, 0.002971, 0.003077, 0.002122, 0.002653, 0.002440, 0.002971, 0.003236, 0.003502, 0.005412, 0.006101, 0.011141, 0.030771, 0.576538, 0.001008, 0.005412, 0.010876, 0.012362, 0.011247, 0.009231, 0.007109, 0.006260, 0.004403, 0.004828, 0.004510, 0.005995, 0.008436, 0.006897, 0.005730, 0.005518, 0.006101, 0.004881, 0.004350, 0.004775, 0.005093, 0.005358, 0.008595, 0.006048, 0.005518, 0.005677, 0.004457, 0.006791, 0.005836, 0.005358, 0.004457, 0.004191, 0.003608, 0.003395, 0.003395, 0.002547, 0.005305, 0.003342, 0.002494, 0.002440, 0.002653, 0.002387, 0.003183, 0.003130, 0.003714, 0.005624, 0.005677, 0.012309, 0.033477, 0.573249, 2
0.006817, 0.009754, 0.009072, 0.005454, 0.004353, 0.004667, 0.004929, 0.004562, 0.003671, 0.003933, 0.004195, 0.003304, 0.004353, 0.004720, 0.003671, 0.004090, 0.003723, 0.007132, 0.003881, 0.004195, 0.003985, 0.006660, 0.004195, 0.004457, 0.003618, 0.003723, 0.004510, 0.007446, 0.005611, 0.005978, 0.005034, 0.005664, 0.006083, 0.005664, 0.004929, 0.005611, 0.007604, 0.006555, 0.004615, 0.003199, 0.004772, 0.005192, 0.008967, 0.004877, 0.004772, 0.006188, 0.006450, 0.009859, 0.028213, 0.574269, 0.006503, 0.009859, 0.009282, 0.005559, 0.004143, 0.004929, 0.004615, 0.004772, 0.003618, 0.003933, 0.004300, 0.003356, 0.004510, 0.004824, 0.003933, 0.003933, 0.003933, 0.007132, 0.003881, 0.004510, 0.003828, 0.006765, 0.004353, 0.004353, 0.003881, 0.003723, 0.004877, 0.007237, 0.005349, 0.005926, 0.005349, 0.005454, 0.006135, 0.005506, 0.004824, 0.005349, 0.007551, 0.006398, 0.004300, 0.003776, 0.004667, 0.005296, 0.008495, 0.005034, 0.004510, 0.006503, 0.006712, 0.009072, 0.026325, 0.576105, 0.006607, 0.010540, 0.009072, 0.005139, 0.004457, 0.004929, 0.004457, 0.004667, 0.003881, 0.003933, 0.003985, 0.003356, 0.004824, 0.004667, 0.003618, 0.004405, 0.003776, 0.007342, 0.003881, 0.004457, 0.003881, 0.006870, 0.004562, 0.004038, 0.004300, 0.003671, 0.005192, 0.007079, 0.005296, 0.005768, 0.005454, 0.005296, 0.006031, 0.005349, 0.004562, 0.005559, 0.007814, 0.006188, 0.004615, 0.004038, 0.004195, 0.005192, 0.009177, 0.004405, 0.005192, 0.006660, 0.006555, 0.008181, 0.026168, 0.575895, 2
0.010256, 0.011265, 0.008715, 0.005526, 0.005367, 0.004570, 0.004039, 0.005314, 0.004198, 0.004623, 0.003348, 0.003507, 0.003773, 0.003135, 0.002710, 0.002869, 0.002976, 0.003826, 0.003188, 0.002498, 0.005367, 0.005208, 0.003985, 0.003082, 0.003773, 0.004198, 0.004410, 0.005792, 0.006377, 0.005420, 0.005792, 0.005154, 0.008343, 0.007121, 0.007067, 0.007280, 0.007493, 0.008449, 0.006695, 0.007811, 0.006217, 0.008927, 0.010256, 0.005154, 0.004942, 0.004251, 0.004251, 0.009087, 0.025453, 0.577562, 0.010947, 0.011319, 0.008874, 0.005898, 0.005898, 0.003773, 0.004198, 0.005633, 0.003826, 0.004092, 0.003135, 0.003507, 0.003720, 0.003720, 0.002976, 0.003082, 0.002923, 0.003773, 0.003135, 0.002869, 0.006058, 0.005154, 0.004570, 0.002976, 0.004198, 0.004782, 0.004623, 0.006536, 0.007280, 0.006058, 0.006802, 0.006483, 0.009459, 0.008502, 0.008077, 0.007386, 0.007705, 0.008077, 0.005633, 0.006058, 0.005845, 0.007546, 0.008980, 0.004570, 0.003507, 0.003454, 0.003241, 0.007971, 0.024178, 0.577616, 0.011690, 0.010893, 0.009990, 0.005845, 0.005952, 0.004570, 0.004039, 0.005420, 0.003985, 0.004676, 0.003454, 0.003826, 0.005580, 0.003932, 0.004092, 0.004729, 0.004092, 0.006642, 0.004517, 0.004251, 0.006536, 0.006695, 0.004729, 0.003879, 0.004889, 0.004304, 0.005261, 0.006908, 0.006642, 0.005898, 0.006642, 0.005314, 0.007652, 0.006536, 0.006270, 0.006217, 0.006377, 0.007121, 0.004942, 0.005739, 0.004570, 0.006377, 0.008024, 0.004357, 0.003879, 0.003932, 0.004304, 0.009937, 0.023753, 0.570761, 2
0.007632, 0.008593, 0.007098, 0.005284, 0.004590, 0.005017, 0.004643, 0.004483, 0.004537, 0.004857, 0.005124, 0.003523, 0.004163, 0.004110, 0.003896, 0.003202, 0.003523, 0.005230, 0.004697, 0.005390, 0.004110, 0.003416, 0.004537, 0.003469, 0.004590, 0.004163, 0.004483, 0.005017, 0.004163, 0.005017, 0.005924, 0.005711, 0.006298, 0.004590, 0.006725, 0.009180, 0.006458, 0.006778, 0.007739, 0.006725, 0.007312, 0.008486, 0.006138, 0.005124, 0.005070, 0.003469, 0.004110, 0.012382, 0.039495, 0.574168, 0.007579, 0.011208, 0.008806, 0.006618, 0.005657, 0.005390, 0.005657, 0.006725, 0.005871, 0.005284, 0.004803, 0.003736, 0.003042, 0.003576, 0.004323, 0.003683, 0.003202, 0.005177, 0.003362, 0.004430, 0.003789, 0.002882, 0.004270, 0.003523, 0.003683, 0.003629, 0.004590, 0.004857, 0.003683, 0.004643, 0.005817, 0.004750, 0.006191, 0.005124, 0.007365, 0.009073, 0.006405, 0.006405, 0.006298, 0.006832, 0.006138, 0.008166, 0.006938, 0.004003, 0.004537, 0.004003, 0.004483, 0.011261, 0.035385, 0.577584, 0.008273, 0.011315, 0.009874, 0.007579, 0.005764, 0.005444, 0.005337, 0.006244, 0.004964, 0.005657, 0.004430, 0.003096, 0.003843, 0.004056, 0.004110, 0.003256, 0.003096, 0.004483, 0.003629, 0.004483, 0.003683, 0.002989, 0.004216, 0.003202, 0.003949, 0.004163, 0.004056, 0.004964, 0.003789, 0.004643, 0.005978, 0.005337, 0.006138, 0.005390, 0.006992, 0.009287, 0.006511, 0.005871, 0.006565, 0.006618, 0.006244, 0.007899, 0.006244, 0.004163, 0.004483, 0.003843, 0.004483, 0.012649, 0.038801, 0.572354, 2
0.004816, 0.009181, 0.013470, 0.015652, 0.014523, 0.014749, 0.015426, 0.017007, 0.011438, 0.011739, 0.009256, 0.009482, 0.010535, 0.009331, 0.010234, 0.008052, 0.008804, 0.010008, 0.007525, 0.008353, 0.007074, 0.007074, 0.008503, 0.008278, 0.006321, 0.008278, 0.006547, 0.008278, 0.008278, 0.009331, 0.007149, 0.006848, 0.008278, 0.004891, 0.007525, 0.007074, 0.007525, 0.006848, 0.006246, 0.006321, 0.008052, 0.005192, 0.007074, 0.007299, 0.006396, 0.007977, 0.008202, 0.037098, 0.272556, 0.506811, 0.002258, 0.007149, 0.012341, 0.012341, 0.014448, 0.013470, 0.014222, 0.016028, 0.014222, 0.012191, 0.010610, 0.011739, 0.011438, 0.009707, 0.010084, 0.008804, 0.010234, 0.009858, 0.008729, 0.008127, 0.007826, 0.007525, 0.007074, 0.009783, 0.006396, 0.007977, 0.006923, 0.008654, 0.008428, 0.008202, 0.007299, 0.007299, 0.008052, 0.005945, 0.007525, 0.006697, 0.006622, 0.007375, 0.005794, 0.006998, 0.006697, 0.006773, 0.007375, 0.007224, 0.007074, 0.006773, 0.008955, 0.027015, 0.246219, 0.542404, 0.002483, 0.006095, 0.010008, 0.009030, 0.010008, 0.010836, 0.009783, 0.012567, 0.009858, 0.010385, 0.008880, 0.009331, 0.011137, 0.010008, 0.009557, 0.013018, 0.012191, 0.010836, 0.011288, 0.008654, 0.010159, 0.009707, 0.012040, 0.010008, 0.009482, 0.010084, 0.010610, 0.010385, 0.009406, 0.008052, 0.009557, 0.008052, 0.009331, 0.007450, 0.006547, 0.006622, 0.005945, 0.008202, 0.007224, 0.007224, 0.006697, 0.006020, 0.008278, 0.006923, 0.006773, 0.009783, 0.016405, 0.070886, 0.244639, 0.484461, 2
0.003261, 0.011415, 0.032614, 0.055081, 0.044572, 0.035875, 0.036056, 0.037868, 0.027359, 0.030983, 0.027178, 0.029715, 0.032795, 0.026272, 0.026816, 0.028265, 0.027541, 0.032070, 0.033157, 0.025729, 0.028809, 0.026091, 0.035151, 0.030440, 0.048377, 0.070663, 0.109438, 0.185718, 0.164519, 0.172129, 0.175390, 0.122846, 0.136978, 0.094943, 0.066496, 0.058161, 0.050733, 0.060517, 0.053813, 0.050189, 0.046203, 0.055625, 0.066134, 0.055262, 0.058343, 0.074106, 0.084977, 0.091500, 0.059973, 0.030440, 0.010328, 0.033882, 0.057980, 0.043848, 0.039499, 0.038412, 0.031708, 0.035694, 0.035694, 0.032795, 0.027722, 0.031889, 0.030983, 0.029896, 0.040767, 0.037687, 0.039137, 0.051639, 0.040949, 0.042217, 0.052001, 0.069939, 0.114873, 0.154010, 0.192784, 0.184087, 0.191154, 0.210541, 0.134079, 0.143682, 0.105633, 0.080448, 0.099654, 0.092044, 0.098929, 0.102371, 0.065771, 0.043485, 0.025185, 0.015220, 0.009784, 0.006342, 0.007791, 0.004711, 0.004892, 0.006342, 0.006885, 0.007429, 0.003986, 0.001812, 0.014133, 0.037687, 0.050914, 0.030621, 0.030621, 0.028990, 0.035875, 0.049827, 0.048377, 0.049283, 0.050189, 0.046565, 0.064865, 0.054538, 0.059067, 0.063235, 0.069033, 0.097298, 0.093312, 0.113424, 0.135710, 0.193328, 0.250402, 0.214708, 0.242249, 0.208185, 0.173941, 0.162707, 0.075012, 0.035875, 0.023554, 0.017756, 0.016851, 0.014133, 0.012502, 0.013770, 0.011234, 0.009422, 0.007429, 0.006342, 0.007972, 0.007610, 0.005979, 0.005979, 0.005073, 0.005979, 0.005979, 0.006160, 0.003805, 0.001087, 2
0.005812, 0.012454, 0.027044, 0.030602, 0.033093, 0.035110, 0.029416, 0.036889, 0.022062, 0.017318, 0.011861, 0.008777, 0.008422, 0.006049, 0.005575, 0.005812, 0.004982, 0.005338, 0.004507, 0.004626, 0.005219, 0.004863, 0.005693, 0.004745, 0.004389, 0.004982, 0.005219, 0.005931, 0.004626, 0.005219, 0.005338, 0.005812, 0.007947, 0.005931, 0.006642, 0.006998, 0.009370, 0.022774, 0.064051, 0.093230, 0.150995, 0.364025, 0.086232, 0.073778, 0.182428, 0.211962, 0.024079, 0.006168, 0.006761, 0.242209, 0.000119, 0.001305, 0.010201, 0.021469, 0.027518, 0.029060, 0.036059, 0.043294, 0.030365, 0.023485, 0.017673, 0.014945, 0.015420, 0.009370, 0.005338, 0.007473, 0.004745, 0.006168, 0.004389, 0.003914, 0.005812, 0.005575, 0.005812, 0.004982, 0.002965, 0.006049, 0.005575, 0.005219, 0.004626, 0.006049, 0.005693, 0.006642, 0.006642, 0.005931, 0.008540, 0.007947, 0.011268, 0.020402, 0.067135, 0.117902, 0.211962, 0.314682, 0.062509, 0.090146, 0.309937, 0.059188, 0.016962, 0.005456, 0.006405, 0.243039, 0.000119, 0.001305, 0.008896, 0.014352, 0.022299, 0.025502, 0.024434, 0.030009, 0.021469, 0.018148, 0.013878, 0.008066, 0.010675, 0.006880, 0.007354, 0.009370, 0.008659, 0.013641, 0.010794, 0.011861, 0.010675, 0.010201, 0.012929, 0.009252, 0.006880, 0.008659, 0.008303, 0.008659, 0.005931, 0.005575, 0.005100, 0.006524, 0.006287, 0.006642, 0.007354, 0.007235, 0.006880, 0.011861, 0.013403, 0.035821, 0.174599, 0.286926, 0.232482, 0.094654, 0.139134, 0.260238, 0.028349, 0.010912, 0.011624, 0.242565, 2
0.003719, 0.007970, 0.018419, 0.016737, 0.018154, 0.022758, 0.024441, 0.023910, 0.016028, 0.012486, 0.010095, 0.007261, 0.009121, 0.006996, 0.005579, 0.005402, 0.005313, 0.005313, 0.004870, 0.005490, 0.004959, 0.004870, 0.004162, 0.004162, 0.004339, 0.005313, 0.004339, 0.005667, 0.004782, 0.005845, 0.004959, 0.004782, 0.006022, 0.004162, 0.004870, 0.005402, 0.004428, 0.007704, 0.006199, 0.006464, 0.006730, 0.010538, 0.011158, 0.013460, 0.014789, 0.089440, 0.439494, 0.327473, 0.037281, 0.167013, 0.000266, 0.002037, 0.009741, 0.010184, 0.016028, 0.020456, 0.023378, 0.023644, 0.016471, 0.014877, 0.012840, 0.010892, 0.015497, 0.010892, 0.007173, 0.007439, 0.007173, 0.004782, 0.005048, 0.005490, 0.004516, 0.004870, 0.004428, 0.005756, 0.005490, 0.004782, 0.004516, 0.005490, 0.006022, 0.005313, 0.005845, 0.004959, 0.005756, 0.004428, 0.005313, 0.005933, 0.006376, 0.006819, 0.007084, 0.007173, 0.008324, 0.009121, 0.012929, 0.011335, 0.016205, 0.103254, 0.477926, 0.270001, 0.039407, 0.167190, 0.000531, 0.003277, 0.009033, 0.011512, 0.015763, 0.021253, 0.019659, 0.017357, 0.013549, 0.009652, 0.008058, 0.007793, 0.007881, 0.006730, 0.005845, 0.006730, 0.005667, 0.005933, 0.005667, 0.006464, 0.005579, 0.005225, 0.008590, 0.008678, 0.008324, 0.007439, 0.007350, 0.009121, 0.006464, 0.007439, 0.006287, 0.005756, 0.005845, 0.006022, 0.006376, 0.007173, 0.006907, 0.008236, 0.007173, 0.008413, 0.008236, 0.012398, 0.014523, 0.014966, 0.044100, 0.164799, 0.456585, 0.199070, 0.035687, 0.169758, 2
0.019655, 0.035707, 0.034642, 0.027026, 0.024569, 0.023095, 0.019983, 0.023258, 0.016625, 0.014577, 0.011138, 0.010892, 0.009664, 0.009172, 0.006797, 0.007534, 0.006552, 0.006306, 0.008353, 0.006388, 0.004914, 0.005978, 0.007371, 0.005815, 0.007043, 0.006060, 0.004586, 0.007289, 0.005159, 0.004668, 0.004668, 0.006306, 0.006634, 0.006879, 0.004996, 0.006142, 0.006961, 0.007944, 0.006388, 0.004996, 0.007862, 0.007944, 0.007289, 0.006879, 0.005733, 0.009909, 0.014414, 0.042176, 0.348303, 0.448544, 0.014250, 0.023422, 0.023504, 0.019327, 0.017935, 0.019491, 0.026125, 0.034396, 0.024487, 0.018508, 0.012366, 0.010810, 0.011629, 0.010565, 0.010728, 0.008927, 0.007780, 0.009828, 0.008271, 0.005897, 0.005241, 0.007289, 0.007944, 0.006797, 0.007043, 0.005241, 0.006470, 0.005733, 0.006388, 0.004504, 0.006470, 0.006142, 0.009009, 0.006388, 0.005487, 0.005651, 0.006306, 0.006961, 0.007207, 0.006142, 0.006470, 0.007780, 0.008026, 0.007289, 0.005978, 0.008190, 0.016461, 0.049875, 0.342816, 0.442238, 0.009746, 0.019327, 0.020556, 0.013021, 0.009664, 0.011302, 0.010401, 0.012202, 0.010646, 0.010646, 0.011793, 0.012694, 0.015970, 0.014741, 0.013103, 0.014004, 0.011302, 0.012612, 0.011384, 0.010810, 0.010810, 0.012448, 0.013185, 0.012612, 0.012530, 0.011547, 0.009582, 0.011793, 0.008435, 0.006552, 0.005651, 0.005569, 0.008108, 0.007371, 0.007043, 0.006715, 0.007371, 0.007207, 0.006879, 0.006634, 0.007862, 0.008845, 0.008190, 0.006879, 0.008026, 0.009336, 0.014168, 0.040047, 0.320377, 0.484086, 2
